normalized_label,country_count,variable_count,countries,variables,examples
a health professional diagnosed epilepsy,1,2,Nigéria,a4310_6 | c3310_6,A health professional diagnosed epilepsy
a health professional diagnosed heart disease,1,2,Nigéria,a4310_9 | c3310_9,A health professional diagnosed heart disease
a health professional diagnosed high blood pressure,1,2,Nigéria,a4310_12 | c3310_12,A  health professional diagnosed high blood pressure | A health professional diagnosed high blood pressure
a health professional diagnosed kidney disease,1,2,Nigéria,a4310_7 | c3310_7,A health professional diagnosed kidney disease
a health professional diagnosed liver disease,1,2,Nigéria,a4310_8 | c3310_8,A health professional diagnosed liver disease
a health professional diagnosed measles,1,2,Nigéria,a4310_2 | c3310_2,A health professional diagnosed measles
a health professional diagnosed sickle cell disease,1,2,Nigéria,a4310_11 | c3310_11,A health professional diagnosed sickle cell disease
a health professional diagnosed stroke,1,1,Nigéria,a4311_2,A health professional diagnosed stroke
a health professional diagnosed tuberculosis,1,2,Nigéria,a4310_3 | c3310_3,A health professional diagnosed tuberculosis
a healthy looking person can have aids,1,2,Gana,mv756 | v756,a healthy looking person can have aids
a healthy looking person can have hiv,33,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,mv756 | v756,A healthy looking person can have HIV | a healthy looking person can have hiv | na - a healthy looking person can have hiv | na- a healthy looking person can have hiv | na-a healthy looking person can have hiv
a houehold member smokes,1,1,Senegal,sh123b,a houehold member smokes
a household member in tontine,1,1,Senegal,sh123a,A household member in tontine | a household member in tontine
a household member is a member of a savings club,1,1,Senegal,sh123a,a household member is a member of a savings club
a household member participates in a tontine,1,1,Togo,sh123a,a household member participates in a tontine
a household member presently sick,1,1,Camarões,sh701,a household member presently sick
a household member smokes,1,1,Senegal,sh123b,A household member smokes
a household member suffers from mental illness,1,1,Gabão,sh124a,a household member suffers from mental illness
a household member used telephone for financial transactions,1,1,Senegal,sh119,a household member used telephone for financial transactions
a keke nepep,1,1,Nigéria,sh133i,a keke nepep
a laundry machine,1,1,Ruanda,sh132q,a laundry machine
a mae biologica esta viva,1,1,Moçambique,qc205,a mãe biológica está viva?
a male female teacher infected with hiv but is not sick should be allowed to c,1,2,Angola,mv779 | v779,"a male/female teacher infected with hiv, but is not sick, should be allowed to c"
a male teacher infected with hiv but is not sick should be allowed to continue,1,1,Tanzânia,s635a,"A male teacher infected with HIV, but is not sick, should be allowed to continue"
a member of the household owns a dog,1,1,Gabão,sh124b,a member of the household owns a dog
a member of the household was bitten by a dog,1,1,Gabão,sh124d,a member of the household was bitten by a dog
a modem internet key,1,1,Mali,sh132m,a modem/internet key
a net can be hanged everywhere in the house,1,1,Quênia,sh129g,a net can be hanged everywhere in the house
a new syringe eas used,1,1,Tanzânia,sm626,a new syringe eas used?
a new syringe was used,1,1,Tanzânia,s499e,a new syringe was used?
a noite passada dormiu sob um mosquiteiro,1,1,Moçambique,qc417,"a noite passada, dormiu sob um mosquiteiro?"
a paraffin lamp,1,1,Tanzânia,sh25b,a paraffin lamp
a parent is justified hitting or beating his her children if he she disobeys,1,1,Ruanda,s827a,a parent is justified hitting or beating his/her children if he/she disobeys
a parent is justified hitting or beating his her children if he she embarraassed,1,1,Ruanda,s827c,a parent is justified hitting or beating his/her children if he/she embarraassed
a parent is justified hitting or beating his her children if he she is impolite,1,1,Ruanda,s827b,a parent is justified hitting or beating his/her children if he/she is impolite
a person can do something to prevent hiv after an exposure,1,2,Lesoto,s1009a | sm709a,a person can do something to prevent hiv after an exposure
a quand remonte le dernier episode de fievre,1,6,Senegal,q449a_1 | q449a_2 | q449a_3 | q449a_4 | q449a_5 | q449a_6,a quand remonte le dernier episode de fievre
a quand remonte le dernier episode toux,1,6,Senegal,q450a_1 | q450a_2 | q450a_3 | q450a_4 | q450a_5 | q450a_6,a quand remonte le dernier episode toux
a quelle distance,1,6,Mali,c209_1 | c209_2 | c209_3 | c209_4 | c209_5 | c209_6,a quelle distance
a qui appartient ce moyen transport,1,1,Mali,sa108b,a qui appartient ce moyen transport
a quoi sert un vaccin,1,1,Burundi,s437,a quoi sert un vaccin
a reu une formation,1,1,República Centro-Africana,c113b,a reu une formation
a satelite dich,1,1,Ruanda,sh132r,a satelite dich
a security camera,1,1,Ruanda,sh132t,a security camera
a sofa,1,1,Ruanda,sh132k,a sofa
a subscription to canal,1,1,Senegal,sh132e,a subscription to canal
a t elle eu la diarhe,1,6,Senegal,q459a_1 | q459a_2 | q459a_3 | q459a_4 | q459a_5 | q459a_6,a t elle eu la diarhe
a t elle jamis eu la toux,1,6,Senegal,q450_1 | q450_2 | q450_3 | q450_4 | q450_5 | q450_6,a t elle jamis eu la toux
a t il elle ete pese regulierement chaque mois,1,6,Senegal,q478e_1 | q478e_2 | q478e_3 | q478e_4 | q478e_5 | q478e_6,a t il / elle ete pese regulierement chaque mois
a t il elle jamais eu la fievre,1,6,Senegal,q449_1 | q449_2 | q449_3 | q449_4 | q449_5 | q449_6,a t il / elle jamais eu la fievre
a t il elle pese au mois une fois,1,6,Senegal,q478d_1 | q478d_2 | q478d_3 | q478d_4 | q478d_5 | q478d_6,a t il / elle pese au mois une fois
a t il elle souffert de toux les 2 dernieres semaines,1,6,Senegal,q450b_1 | q450b_2 | q450b_3 | q450b_4 | q450b_5 | q450b_6,a t il / elle souffert de toux les 2 dernieres semaines
a t il eu se faire consulter dans une structure,1,160,Senegal,m10_01 | m10_02 | m10_03 | m10_04 | m10_05 | m10_06 | m10_07 | m10_08 | m10_09 | m10_10 | m10_11 | m10_12 | m10_13 | m10_14 | m10_15 | m10_16 | m10_17 | m10_18 | m10_19 | m10_20 | m10_21 | m10_22 | m10_23 | m10_24 | m10_25 | m10_26 | m10_27 | m10_28 | m10_29 | m10_30 | m10_31 | m10_32 | m10_33 | m10_34 | m10_35 | m10_36 | m10_37 | m10_38 | m10_39 | m10_40 | m10_41 | m10_42 | m10_43 | m10_44 | m10_45 | m10_46 | m10_47 | m10_48 | m10_49 | m10_50 | m10_51 | m10_52 | m10_53 | m10_54 | m10_55 | m10_56 | m10_57 | m10_58 | m10_59 | m10_60 | m10_61 | m10_62 | m10_63 | m10_64 | m10_65 | m10_66 | m10_67 | m10_68 | m10_69 | m10_70 | m10_71 | m10_72 | m10_73 | m10_74 | m10_75 | m10_76 | m10_77 | m10_78 | m10_79 | m10_80 | m12_01 | m12_02 | m12_03 | m12_04 | m12_05 | m12_06 | m12_07 | m12_08 | m12_09 | m12_10 | m12_11 | m12_12 | m12_13 | m12_14 | m12_15 | m12_16 | m12_17 | m12_18 | m12_19 | m12_20 | m12_21 | m12_22 | m12_23 | m12_24 | m12_25 | m12_26 | m12_27 | m12_28 | m12_29 | m12_30 | m12_31 | m12_32 | m12_33 | m12_34 | m12_35 | m12_36 | m12_37 | m12_38 | m12_39 | m12_40 | m12_41 | m12_42 | m12_43 | m12_44 | m12_45 | m12_46 | m12_47 | m12_48 | m12_49 | m12_50 | m12_51 | m12_52 | m12_53 | m12_54 | m12_55 | m12_56 | m12_57 | m12_58 | m12_59 | m12_60 | m12_61 | m12_62 | m12_63 | m12_64 | m12_65 | m12_66 | m12_67 | m12_68 | m12_69 | m12_70 | m12_71 | m12_72 | m12_73 | m12_74 | m12_75 | m12_76 | m12_77 | m12_78 | m12_79 | m12_80,a t il eu  se faire consulter dans une structure
a t il eu une diarrhe au cours des 4 dernieres semaines,1,80,Senegal,m09_01 | m09_02 | m09_03 | m09_04 | m09_05 | m09_06 | m09_07 | m09_08 | m09_09 | m09_10 | m09_11 | m09_12 | m09_13 | m09_14 | m09_15 | m09_16 | m09_17 | m09_18 | m09_19 | m09_20 | m09_21 | m09_22 | m09_23 | m09_24 | m09_25 | m09_26 | m09_27 | m09_28 | m09_29 | m09_30 | m09_31 | m09_32 | m09_33 | m09_34 | m09_35 | m09_36 | m09_37 | m09_38 | m09_39 | m09_40 | m09_41 | m09_42 | m09_43 | m09_44 | m09_45 | m09_46 | m09_47 | m09_48 | m09_49 | m09_50 | m09_51 | m09_52 | m09_53 | m09_54 | m09_55 | m09_56 | m09_57 | m09_58 | m09_59 | m09_60 | m09_61 | m09_62 | m09_63 | m09_64 | m09_65 | m09_66 | m09_67 | m09_68 | m09_69 | m09_70 | m09_71 | m09_72 | m09_73 | m09_74 | m09_75 | m09_76 | m09_77 | m09_78 | m09_79 | m09_80,a t il eu une diarrhe au cours des 4 dernieres semaines
a t il eu une maladie au cours des 4 dernieres semaines,1,80,Senegal,m08_01 | m08_02 | m08_03 | m08_04 | m08_05 | m08_06 | m08_07 | m08_08 | m08_09 | m08_10 | m08_11 | m08_12 | m08_13 | m08_14 | m08_15 | m08_16 | m08_17 | m08_18 | m08_19 | m08_20 | m08_21 | m08_22 | m08_23 | m08_24 | m08_25 | m08_26 | m08_27 | m08_28 | m08_29 | m08_30 | m08_31 | m08_32 | m08_33 | m08_34 | m08_35 | m08_36 | m08_37 | m08_38 | m08_39 | m08_40 | m08_41 | m08_42 | m08_43 | m08_44 | m08_45 | m08_46 | m08_47 | m08_48 | m08_49 | m08_50 | m08_51 | m08_52 | m08_53 | m08_54 | m08_55 | m08_56 | m08_57 | m08_58 | m08_59 | m08_60 | m08_61 | m08_62 | m08_63 | m08_64 | m08_65 | m08_66 | m08_67 | m08_68 | m08_69 | m08_70 | m08_71 | m08_72 | m08_73 | m08_74 | m08_75 | m08_76 | m08_77 | m08_78 | m08_79 | m08_80,a t il eu une maladie au cours des 4 dernieres semaines
a t il souffert de la fivre ou de la toux,1,80,Senegal,m11_01 | m11_02 | m11_03 | m11_04 | m11_05 | m11_06 | m11_07 | m11_08 | m11_09 | m11_10 | m11_11 | m11_12 | m11_13 | m11_14 | m11_15 | m11_16 | m11_17 | m11_18 | m11_19 | m11_20 | m11_21 | m11_22 | m11_23 | m11_24 | m11_25 | m11_26 | m11_27 | m11_28 | m11_29 | m11_30 | m11_31 | m11_32 | m11_33 | m11_34 | m11_35 | m11_36 | m11_37 | m11_38 | m11_39 | m11_40 | m11_41 | m11_42 | m11_43 | m11_44 | m11_45 | m11_46 | m11_47 | m11_48 | m11_49 | m11_50 | m11_51 | m11_52 | m11_53 | m11_54 | m11_55 | m11_56 | m11_57 | m11_58 | m11_59 | m11_60 | m11_61 | m11_62 | m11_63 | m11_64 | m11_65 | m11_66 | m11_67 | m11_68 | m11_69 | m11_70 | m11_71 | m11_72 | m11_73 | m11_74 | m11_75 | m11_76 | m11_77 | m11_78 | m11_79 | m11_80,a t il souffert de la fivre ou de la toux
a table,1,1,Ruanda,sh132j,a table
a tractor,1,1,Gana,s129d,a tractor
a traves de que fontes de informacao ouviu falar,1,1,Moçambique,qa303,a través de que fontes de informação ouviu falar?
a tua mae biologica esta viva,1,1,Moçambique,qa106,a tua mae biologica está viva?
a tua primeira relacao sexual teve lugar por tua livre vonta,1,1,Moçambique,qa607,a tua primeira relação sexual teve lugar por tua livre vonta
a ultima vez que tiveste relacoes sexuais usaste preservati,1,1,Moçambique,qa703,"a última vez que tiveste relações sexuais, usaste preservati"
a video cd dvd player,1,1,Senegal,sh132l,a video/cd/dvd player
a washing machine,1,1,Senegal,sh132h,a washing machine
a way to avoid premarital sex,1,1,Níger,sm906,A way to avoid premarital sex
a woman using contraception has bad morals,1,1,Burkina Faso,sm313b,a woman using contraception has bad morals
a woman using contraception has low moral standards une fe,1,1,Benin,sm306b,"a woman using contraception has low moral standards (""une fe"
a woman who breastfeeds can become pregnant,1,1,Burkina Faso,sm312,a woman who breastfeeds can become pregnant
a00h 02,1,1,Zimbábue,a00h_01,a00h$02
a00h 04 interview started hour,1,1,Zimbábue,a00h_03,"a00h$04  ""interview started - hour"""
a00m 02,1,1,Zimbábue,a00m_01,a00m$02
a00m 04 interview started minutes,1,1,Zimbábue,a00m_03,"a00m$04  ""interview started - minutes"""
a01 02,1,1,Zimbábue,a01_01,a01$02
a01 04 travel estimate,1,1,Zimbábue,a01_03,"a01$04   ""travel estimate"""
a02 02,1,1,Zimbábue,a02_01,a02$02
a02 04 distance estimate,1,1,Zimbábue,a02_03,"a02$04   ""distance estimate"""
a03 02,1,1,Zimbábue,a03_01,a03$02
a03 04 floor material,1,1,Zimbábue,a03_03,"a03$04   ""floor material"""
a04 02,1,1,Zimbábue,a04_01,a04$02
a04 04 year facility opened,1,1,Zimbábue,a04_03,"a04$04   ""year facility opened"""
a05 02,1,1,Zimbábue,a05_01,a05$02
a05 04 authority,1,1,Zimbábue,a05_03,"a05$04   ""authority"""
a06 02,1,1,Zimbábue,a06_01,a06$02
a06 04 government funding,1,1,Zimbábue,a06_03,"a06$04   ""government funding"""
a07 02,1,1,Zimbábue,a07_01,a07$02
a07 04 funding other than gov t,1,1,Zimbábue,a07_03,"a07$04   ""funding other than gov't"""
a07a 02,1,1,Zimbábue,a07a_01,a07a$02
a07a 04 source,1,1,Zimbábue,a07a_03,"a07a$04  ""source"""
a08 02,1,1,Zimbábue,a08_01,a08$02
a08 04 restrictions other than finan,1,1,Zimbábue,a08_03,"a08$04   ""restrictions other than finan."""
a08a 02,1,1,Zimbábue,a08a_01,a08a$02
a08a 04 restrictions,1,1,Zimbábue,a08a_03,"a08a$04  ""restrictions"""
a09 02,1,1,Zimbábue,a09_01,a09$02
a09 04 how many beds,1,1,Zimbábue,a09_03,"a09$04   ""how many beds"""
a10 02,1,1,Zimbábue,a10_01,a10$02
a10 04 patients stay overnight,1,1,Zimbábue,a10_03,"a10$04   ""patients stay overnight"""
a11 02,1,1,Zimbábue,a11_01,a11$02
a11 04 outpatients seen monthly,1,1,Zimbábue,a11_03,"a11$04   ""outpatients seen monthly"""
a117 02,1,1,Zimbábue,a117_01,a117$02
a117 04,1,1,Zimbábue,a117_03,a117$04
a117 06,1,1,Zimbábue,a117_05,a117$06
a117 08,1,1,Zimbábue,a117_07,a117$08
a117 10,1,1,Zimbábue,a117_09,a117$10
a118 02,1,1,Zimbábue,a118_01,a118$02
a118 04,1,1,Zimbábue,a118_03,a118$04
a118 06,1,1,Zimbábue,a118_05,a118$06
a118 08,1,1,Zimbábue,a118_07,a118$08
a118 10,1,1,Zimbábue,a118_09,a118$10
a119 02,1,1,Zimbábue,a119_01,a119$02
a119 04,1,1,Zimbábue,a119_03,a119$04
a119 06,1,1,Zimbábue,a119_05,a119$06
a119 08,1,1,Zimbábue,a119_07,a119$08
a119 10,1,1,Zimbábue,a119_09,a119$10
a12a 02,1,1,Zimbábue,a12a_01,a12a$02
a12a 04 fee adults,1,1,Zimbábue,a12a_03,"a12a$04  ""fee - adults"""
a12c 02,1,1,Zimbábue,a12c_01,a12c$02
a12c 04 fee children,1,1,Zimbábue,a12c_03,"a12c$04  ""fee - children"""
a13 02,1,1,Zimbábue,a13_01,a13$02
a13 04 proportion outpatients pay,1,1,Zimbábue,a13_03,"a13$04   ""proportion outpatients pay"""
a14 02,1,1,Zimbábue,a14_01,a14$02
a14 04 mobile clinic,1,1,Zimbábue,a14_03,"a14$04   ""mobile clinic"""
a15 02,1,1,Zimbábue,a15_01,a15$02
a15 04 different points,1,1,Zimbábue,a15_03,"a15$04   ""different points"
a16 02,1,1,Zimbábue,a16_01,a16$02
a16 04 pharmacy attached to facility,1,1,Zimbábue,a16_03,"a16$04   ""pharmacy attached to facility"""
a17 02,1,1,Zimbábue,a17_01,a17$02
a17 04 use disposable needles,1,1,Zimbábue,a17_03,"a17$04   ""use disposable needles"""
a18 02,1,1,Zimbábue,a18_01,a18$02
a18 04 ran out of disp needles,1,1,Zimbábue,a18_03,"a18$04   ""ran out of disp. needles"""
a19 02,1,1,Zimbábue,a19_01,a19$02
a19 04 sterilisation method,1,1,Zimbábue,a19_03,"a19$04   ""sterilisation method"""
a20 02,1,1,Zimbábue,a20_01,a20$02
a20 04 sterilising equip out of order,1,1,Zimbábue,a20_03,"a20$04   ""sterilising equip.out of order"""
a21a 02,1,1,Zimbábue,a21a_01,a21a$02
a21a 04 facility has running water,1,1,Zimbábue,a21a_03,"a21a$04  ""facility has-running water"""
a21b 02,1,1,Zimbábue,a21b_01,a21b$02
a21b 04 facility has electricity,1,1,Zimbábue,a21b_03,"a21b$04  ""facility has-electricity"""
a21c 02,1,1,Zimbábue,a21c_01,a21c$02
a21c 04 facility has generator,1,1,Zimbábue,a21c_03,"a21c$04  ""facility has-generator"""
a21d 02,1,1,Zimbábue,a21d_01,a21d$02
a21d 04 facility has telephone,1,1,Zimbábue,a21d_03,"a21d$04  ""facility has-telephone"""
a21e 02,1,1,Zimbábue,a21e_01,a21e$02
a21e 04 facility has shelter,1,1,Zimbábue,a21e_03,"a21e$04  ""facility has-shelter"""
a21f 02,1,1,Zimbábue,a21f_01,a21f$02
a21f 04 facility has blood bank,1,1,Zimbábue,a21f_03,"a21f$04  ""facility has-blood bank"""
a21g 02,1,1,Zimbábue,a21g_01,a21g$02
a21g 04 facility has refrigerator,1,1,Zimbábue,a21g_03,"a21g$04  ""facility has-refrigerator"""
a21h 02,1,1,Zimbábue,a21h_01,a21h$02
a21h 04 facility has gyno exam table,1,1,Zimbábue,a21h_03,"a21h$04  ""facility has-gyno. exam table"""
a21i 02,1,1,Zimbábue,a21i_01,a21i$02
a21i 04 facility has gyno exam light,1,1,Zimbábue,a21i_03,"a21i$04  ""facility has-gyno. exam light"""
a21j 02,1,1,Zimbábue,a21j_01,a21j$02
a21j 04 facility has iud insertion kit,1,1,Zimbábue,a21j_03,"a21j$04  ""facility has-iud insertion kit"""
a21k 02,1,1,Zimbábue,a21k_01,a21k$02
a21k 04 facility has weighing scales,1,1,Zimbábue,a21k_03,"a21k$04  ""facility has-weighing scales"""
a21l 02,1,1,Zimbábue,a21l_01,a21l$02
a21l 04 facility has upright scale,1,1,Zimbábue,a21l_03,"a21l$04  ""facility has-upright scale"""
a21m 02,1,1,Zimbábue,a21m_01,a21m$02
a21m 04 facility has blood press app,1,1,Zimbábue,a21m_03,"a21m$04  ""facility has-blood press. app."""
a21n 02,1,1,Zimbábue,a21n_01,a21n$02
a21n 04 facility has hemoglobinometer,1,1,Zimbábue,a21n_03,"a21n$04  ""facility has-hemoglobinometer"""
a21o 02,1,1,Zimbábue,a21o_01,a21o$02
a21o 04 facility has microscope,1,1,Zimbábue,a21o_03,"a21o$04  ""facility has-microscope"""
a21p 02,1,1,Zimbábue,a21p_01,a21p$02
a21p 04 facility has diagnostic set,1,1,Zimbábue,a21p_03,"a21p$04  ""facility has-diagnostic set"""
a21q 02,1,1,Zimbábue,a21q_01,a21q$02
a21q 04 facility has operating theater,1,1,Zimbábue,a21q_03,"a21q$04  ""facility has-operating theater"""
a22 02,1,1,Zimbábue,a22_01,a22$02
a22 04 facility offer antenatal care,1,1,Zimbábue,a22_03,"a22$04   ""facility offer antenatal..care"""
a23 02,1,1,Zimbábue,a23_01,a23$02
a23 04 single standard fee,1,1,Zimbábue,a23_03,"a23$04   ""single standard fee"""
a24 02,1,1,Zimbábue,a24_01,a24$02
a24 04 what is the fee,1,1,Zimbábue,a24_03,"a24$04   ""what is the fee"""
a25 02,1,1,Zimbábue,a25_01,a25$02
a25 04 how much a woman would pay,1,1,Zimbábue,a25_03,"a25$04   ""how much a woman would pay"""
a26 02,1,1,Zimbábue,a26_01,a26$02
a26 04 year care became available,1,1,Zimbábue,a26_03,"a26$04   ""year care became available"""
a27a 02,1,1,Zimbábue,a27a_01,a27a$02
a27a 04 child immunisation session,1,1,Zimbábue,a27a_03,"a27a$04  ""child immunisation session"""
a27b 02,1,1,Zimbábue,a27b_01,a27b$02
a27b 04 growth monitoring,1,1,Zimbábue,a27b_03,"a27b$04  ""growth monitoring"""
a28 02,1,1,Zimbábue,a28_01,a28$02
a28 04 available on demand,1,1,Zimbábue,a28_03,"a28$04   ""available on demand"""
a29 02,1,1,Zimbábue,a29_01,a29$02
a29 04 half days per week,1,1,Zimbábue,a29_03,"a29$04   ""half days per week"""
